orden_corrida,image_id,file_name,block,algorithm,resolution,pck,kp_vis,kp_det,tiempo_ms
374,297578,000000297578.jpg,outdoor,movenet,high,100.0,11,16,15.2
375,312489,000000312489.jpg,outdoor,blazepose,medium,0.0,15,17,63.9
376,158660,000000158660.jpg,indoor,movenet,medium,100.0,5,6,16.8
377,529762,000000529762.jpg,indoor,blazepose,high,100.0,10,17,64.4
378,64898,000000064898.jpg,outdoor,blazepose,high,12.5,8,17,64.6
379,515077,000000515077.jpg,indoor,movenet,low,0.0,4,10,15.6
380,512929,000000512929.jpg,indoor,movenet,medium,90.91,11,12,14.6
381,115898,000000115898.jpg,outdoor,movenet,high,100.0,15,17,14.3
382,230983,000000230983.jpg,outdoor,blazepose,medium,100.0,15,17,65.5
383,172877,000000172877.jpg,indoor,blazepose,low,100.0,15,17,64.1
384,161799,000000161799.jpg,outdoor,movenet,high,0.0,16,12,15.0
385,434204,000000434204.jpg,outdoor,blazepose,low,0.0,7,0,12.4
386,330818,000000330818.jpg,indoor,movenet,low,80.0,10,11,14.7
387,87144,000000087144.jpg,outdoor,blazepose,low,6.25,16,17,63.9
388,481573,000000481573.jpg,outdoor,movenet,medium,100.0,11,14,14.7
389,213086,000000213086.jpg,indoor,blazepose,high,0.0,6,0,12.8
390,576654,000000576654.jpg,outdoor,movenet,high,93.33,15,16,15.0
391,506656,000000506656.jpg,outdoor,blazepose,medium,100.0,15,17,63.6
392,45550,000000045550.jpg,indoor,blazepose,medium,0.0,9,17,64.4
393,327605,000000327605.jpg,outdoor,movenet,low,100.0,16,17,15.3
394,407002,000000407002.jpg,outdoor,movenet,low,100.0,13,16,15.2
395,420840,000000420840.jpg,indoor,blazepose,low,100.0,7,17,64.2
396,468954,000000468954.jpg,indoor,blazepose,high,100.0,12,17,64.8
397,476119,000000476119.jpg,outdoor,blazepose,low,100.0,15,17,63.3
398,1490,000000001490.jpg,outdoor,blazepose,low,0.0,15,0,12.3
399,164883,000000164883.jpg,indoor,movenet,medium,87.5,8,7,16.4
400,161781,000000161781.jpg,outdoor,movenet,low,93.33,15,15,14.5
401,346703,000000346703.jpg,indoor,blazepose,medium,100.0,12,17,64.1
402,482917,000000482917.jpg,indoor,blazepose,low,100.0,2,17,64.6
403,176857,000000176857.jpg,indoor,blazepose,medium,100.0,12,17,63.8
404,357737,000000357737.jpg,outdoor,movenet,low,100.0,17,17,14.8
405,581062,000000581062.jpg,outdoor,movenet,low,100.0,14,17,14.3
406,66231,000000066231.jpg,indoor,movenet,medium,92.86,14,15,14.4
407,492110,000000492110.jpg,indoor,blazepose,low,0.0,12,17,64.5
408,473869,000000473869.jpg,indoor,movenet,medium,91.67,12,12,14.9
409,191672,000000191672.jpg,outdoor,blazepose,low,100.0,13,17,63.5
410,434230,000000434230.jpg,indoor,blazepose,high,0.0,12,0,12.1
411,213547,000000213547.jpg,indoor,blazepose,high,100.0,17,17,64.4
412,408120,000000408120.jpg,outdoor,blazepose,low,0.0,17,0,63.6
413,554266,000000554266.jpg,indoor,movenet,low,0.0,8,5,15.5
414,492937,000000492937.jpg,outdoor,blazepose,medium,0.0,6,0,12.4
415,226662,000000226662.jpg,outdoor,movenet,low,0.0,8,3,15.4
416,149375,000000149375.jpg,outdoor,movenet,high,100.0,14,17,15.5
417,376307,000000376307.jpg,indoor,movenet,medium,91.67,12,12,14.9
418,261888,000000261888.jpg,outdoor,movenet,low,100.0,11,17,14.9
419,39914,000000039914.jpg,outdoor,blazepose,low,100.0,14,17,63.3
420,41990,000000041990.jpg,outdoor,movenet,low,94.12,17,16,14.7
421,383606,000000383606.jpg,indoor,blazepose,medium,0.0,12,0,12.2
422,297022,000000297022.jpg,outdoor,blazepose,high,0.0,14,0,12.4
423,568981,000000568981.jpg,outdoor,blazepose,medium,0.0,13,0,12.7
424,60347,000000060347.jpg,outdoor,blazepose,low,100.0,15,17,64.5
425,43314,000000043314.jpg,outdoor,blazepose,high,0.0,11,0,65.6
426,87244,000000087244.jpg,outdoor,movenet,medium,0.0,9,10,15.2
427,275198,000000275198.jpg,indoor,movenet,low,72.73,11,10,15.5
428,383842,000000383842.jpg,indoor,movenet,medium,82.35,17,14,15.1
429,394677,000000394677.jpg,indoor,blazepose,low,100.0,13,17,64.3
430,9590,000000009590.jpg,indoor,blazepose,low,100.0,11,17,64.4
431,442746,000000442746.jpg,outdoor,movenet,high,100.0,11,17,15.2
432,17379,000000017379.jpg,indoor,movenet,medium,50.0,6,4,15.2
433,35682,000000035682.jpg,indoor,movenet,high,0.0,10,13,14.8
434,2532,000000002532.jpg,outdoor,blazepose,low,0.0,14,0,63.3
435,456662,000000456662.jpg,indoor,movenet,medium,100.0,17,17,14.2
436,296649,000000296649.jpg,outdoor,blazepose,high,0.0,13,17,63.9
437,292488,000000292488.jpg,indoor,blazepose,high,0.0,4,0,12.2
438,560911,000000560911.jpg,indoor,movenet,medium,62.5,16,10,14.8
439,466125,000000466125.jpg,indoor,blazepose,medium,100.0,13,17,64.7
440,39785,000000039785.jpg,outdoor,blazepose,low,87.5,16,17,64.2
441,426203,000000426203.jpg,outdoor,movenet,low,86.67,15,13,15.1
442,567740,000000567740.jpg,outdoor,blazepose,low,0.0,16,17,64.1
443,439994,000000439994.jpg,outdoor,blazepose,high,100.0,14,17,63.7
444,2431,000000002431.jpg,indoor,movenet,high,0.0,1,0,14.4
445,124442,000000124442.jpg,outdoor,movenet,high,100.0,17,17,15.4
446,51938,000000051938.jpg,outdoor,movenet,low,94.12,17,16,15.1
447,161879,000000161879.jpg,outdoor,movenet,high,86.67,15,14,15.0
448,13729,000000013729.jpg,indoor,blazepose,low,6.25,16,17,64.3
449,482319,000000482319.jpg,indoor,blazepose,low,91.67,12,17,64.1
450,291791,000000291791.jpg,outdoor,blazepose,low,0.0,7,0,12.4
451,546823,000000546823.jpg,outdoor,movenet,medium,0.0,16,17,15.3
452,148508,000000148508.jpg,outdoor,blazepose,high,0.0,9,0,12.4
453,502168,000000502168.jpg,outdoor,blazepose,medium,0.0,13,0,12.4
454,287291,000000287291.jpg,outdoor,blazepose,high,0.0,13,0,13.0
455,136915,000000136915.jpg,indoor,blazepose,medium,100.0,12,17,64.3
456,356531,000000356531.jpg,indoor,blazepose,high,100.0,10,17,64.5
457,222118,000000222118.jpg,indoor,movenet,medium,100.0,12,12,14.4
458,465718,000000465718.jpg,indoor,movenet,high,100.0,12,15,14.9
459,16598,000000016598.jpg,indoor,movenet,low,90.0,10,9,14.5
460,521259,000000521259.jpg,outdoor,movenet,high,88.24,17,15,15.6
461,121242,000000121242.jpg,outdoor,movenet,medium,100.0,15,17,14.7
462,364557,000000364557.jpg,outdoor,blazepose,high,0.0,12,0,65.2
463,338304,000000338304.jpg,indoor,movenet,medium,0.0,12,3,15.7
464,254516,000000254516.jpg,outdoor,movenet,low,15.38,13,13,14.2
465,71877,000000071877.jpg,outdoor,movenet,medium,100.0,15,17,14.4
466,68628,000000068628.jpg,outdoor,movenet,medium,100.0,14,17,14.8
467,508730,000000508730.jpg,indoor,movenet,high,100.0,13,13,13.9
468,451043,000000451043.jpg,outdoor,movenet,low,100.0,13,17,16.2
469,397354,000000397354.jpg,indoor,movenet,low,0.0,11,12,15.3
470,243204,000000243204.jpg,indoor,movenet,high,100.0,5,7,15.9
471,467511,000000467511.jpg,outdoor,movenet,high,100.0,15,16,15.3
472,544519,000000544519.jpg,indoor,movenet,low,33.33,6,2,14.9
473,164602,000000164602.jpg,indoor,blazepose,medium,91.67,12,17,63.4
474,570688,000000570688.jpg,outdoor,movenet,medium,93.75,16,16,14.2
475,173008,000000173008.jpg,indoor,blazepose,low,100.0,12,17,63.8
476,132703,000000132703.jpg,outdoor,movenet,high,100.0,15,17,14.8
477,451084,000000451084.jpg,outdoor,blazepose,high,100.0,17,17,64.8
478,518326,000000518326.jpg,indoor,blazepose,low,0.0,9,17,63.9
479,177213,000000177213.jpg,indoor,blazepose,high,0.0,2,0,12.1
480,91500,000000091500.jpg,indoor,movenet,high,86.67,15,13,14.8
481,244750,000000244750.jpg,indoor,blazepose,medium,0.0,7,0,12.3
482,224807,000000224807.jpg,indoor,blazepose,medium,0.0,11,0,12.4
483,185472,000000185472.jpg,outdoor,movenet,low,100.0,13,17,16.9
484,374052,000000374052.jpg,outdoor,movenet,low,0.0,13,13,15.0
485,250901,000000250901.jpg,indoor,blazepose,medium,0.0,4,0,12.4
486,554595,000000554595.jpg,outdoor,blazepose,high,100.0,13,17,65.3
487,364126,000000364126.jpg,outdoor,movenet,low,100.0,15,17,19.5
488,334399,000000334399.jpg,indoor,movenet,high,31.25,16,14,14.4
489,312192,000000312192.jpg,indoor,movenet,medium,0.0,1,1,15.6
490,199442,000000199442.jpg,outdoor,blazepose,high,100.0,15,17,64.8
491,425226,000000425226.jpg,indoor,movenet,high,100.0,9,14,16.6
492,289417,000000289417.jpg,outdoor,blazepose,low,100.0,17,17,64.3
493,307172,000000307172.jpg,indoor,blazepose,high,0.0,2,0,12.6
494,145665,000000145665.jpg,outdoor,blazepose,high,100.0,16,17,65.1
495,210789,000000210789.jpg,outdoor,movenet,low,93.75,16,17,14.0
496,495732,000000495732.jpg,indoor,blazepose,medium,87.5,16,17,64.3
497,432898,000000432898.jpg,outdoor,movenet,high,100.0,14,16,14.8
498,484351,000000484351.jpg,indoor,movenet,low,0.0,15,11,14.5
499,520910,000000520910.jpg,indoor,movenet,low,100.0,15,17,15.6
500,16228,000000016228.jpg,outdoor,movenet,low,0.0,12,0,15.4
501,563349,000000563349.jpg,outdoor,blazepose,high,100.0,12,17,64.4
502,326970,000000326970.jpg,indoor,movenet,medium,100.0,15,16,14.1
503,473219,000000473219.jpg,indoor,movenet,medium,80.0,10,11,14.9
504,484415,000000484415.jpg,indoor,movenet,high,0.0,1,0,14.8
505,394940,000000394940.jpg,indoor,blazepose,medium,100.0,8,17,63.9
506,193348,000000193348.jpg,indoor,blazepose,high,100.0,6,17,65.5
507,303713,000000303713.jpg,indoor,blazepose,low,0.0,16,17,64.5
508,114884,000000114884.jpg,outdoor,blazepose,low,0.0,11,0,12.2
509,156643,000000156643.jpg,indoor,blazepose,medium,100.0,11,17,64.2
510,577932,000000577932.jpg,outdoor,movenet,medium,0.0,16,8,15.4
511,478420,000000478420.jpg,indoor,movenet,low,6.25,16,13,14.9
512,527616,000000527616.jpg,indoor,movenet,low,87.5,8,13,14.8
513,93437,000000093437.jpg,indoor,movenet,medium,100.0,10,13,14.5
514,471893,000000471893.jpg,indoor,movenet,medium,100.0,14,15,14.8
515,373353,000000373353.jpg,outdoor,blazepose,low,0.0,13,0,65.1
516,18491,000000018491.jpg,outdoor,blazepose,medium,0.0,16,0,63.4
517,515579,000000515579.jpg,outdoor,blazepose,low,100.0,16,17,64.2
518,197870,000000197870.jpg,outdoor,movenet,medium,85.71,14,12,14.8
519,31296,000000031296.jpg,indoor,blazepose,low,100.0,15,17,64.1
520,47112,000000047112.jpg,indoor,movenet,medium,0.0,0,3,15.1
521,217872,000000217872.jpg,outdoor,blazepose,medium,100.0,16,17,63.8
522,400161,000000400161.jpg,indoor,blazepose,medium,0.0,2,0,12.3
523,125472,000000125472.jpg,outdoor,movenet,low,100.0,15,17,14.4
524,451144,000000451144.jpg,outdoor,blazepose,high,100.0,13,17,63.9
525,229659,000000229659.jpg,indoor,blazepose,medium,0.0,7,0,64.3
526,99810,000000099810.jpg,indoor,blazepose,high,100.0,10,17,64.8
527,566923,000000566923.jpg,outdoor,movenet,medium,63.64,11,9,15.2
528,97278,000000097278.jpg,outdoor,movenet,medium,100.0,16,17,14.2
529,117425,000000117425.jpg,indoor,movenet,high,100.0,11,13,15.9
530,366884,000000366884.jpg,indoor,blazepose,low,0.0,11,0,12.1
531,284698,000000284698.jpg,outdoor,movenet,medium,88.89,9,11,13.9
532,18380,000000018380.jpg,indoor,movenet,high,81.82,11,9,14.4
533,518770,000000518770.jpg,indoor,blazepose,high,100.0,15,17,64.0
534,327592,000000327592.jpg,indoor,blazepose,high,100.0,9,17,64.5
535,411938,000000411938.jpg,outdoor,movenet,low,64.29,14,11,15.7
536,201418,000000201418.jpg,indoor,movenet,low,0.0,12,11,14.8
537,59598,000000059598.jpg,indoor,blazepose,high,0.0,10,0,12.5
538,256192,000000256192.jpg,outdoor,blazepose,medium,0.0,13,0,12.3
539,546475,000000546475.jpg,indoor,movenet,high,70.0,10,13,15.0
540,407650,000000407650.jpg,outdoor,movenet,medium,92.31,13,17,14.6
541,332570,000000332570.jpg,indoor,blazepose,high,0.0,1,0,12.2
542,521509,000000521509.jpg,indoor,blazepose,high,100.0,13,17,64.4
543,553776,000000553776.jpg,outdoor,blazepose,high,0.0,9,0,64.9
544,324258,000000324258.jpg,indoor,blazepose,medium,63.64,11,17,65.0
545,57597,000000057597.jpg,outdoor,blazepose,low,26.67,15,17,64.1
546,336356,000000336356.jpg,indoor,blazepose,medium,100.0,9,17,65.4
547,507473,000000507473.jpg,indoor,blazepose,low,100.0,11,17,64.8
548,17905,000000017905.jpg,outdoor,movenet,high,100.0,17,17,15.2
549,530975,000000530975.jpg,indoor,movenet,medium,100.0,15,17,16.7
550,122217,000000122217.jpg,outdoor,blazepose,medium,0.0,14,0,12.3
