orden_corrida,image_id,file_name,block,algorithm,resolution,pck,kp_vis,kp_det,tiempo_ms
853,414170,000000414170.jpg,outdoor,movenet,high,100.0,17,17,24.2
854,568710,000000568710.jpg,indoor,movenet,medium,0.0,3,5,22.1
855,376322,000000376322.jpg,indoor,movenet,high,28.57,7,13,18.5
856,463542,000000463542.jpg,outdoor,blazepose,medium,0.0,17,0,9.4
857,335328,000000335328.jpg,outdoor,movenet,low,0.0,10,13,18.7
858,92053,000000092053.jpg,indoor,movenet,medium,0.0,1,0,17.8
859,434459,000000434459.jpg,indoor,movenet,low,0.0,14,13,17.4
860,460333,000000460333.jpg,indoor,blazepose,medium,0.0,17,17,71.7
861,194471,000000194471.jpg,outdoor,movenet,high,100.0,15,17,21.1
862,568439,000000568439.jpg,outdoor,movenet,high,100.0,16,17,26.0
863,402615,000000402615.jpg,outdoor,blazepose,low,0.0,13,0,10.2
864,348881,000000348881.jpg,outdoor,movenet,low,100.0,13,17,20.3
865,351810,000000351810.jpg,indoor,blazepose,high,100.0,6,17,70.7
866,567011,000000567011.jpg,outdoor,blazepose,high,100.0,12,17,71.5
867,466986,000000466986.jpg,indoor,blazepose,medium,100.0,7,17,74.8
868,287347,000000287347.jpg,indoor,blazepose,low,100.0,11,17,71.8
869,291634,000000291634.jpg,outdoor,blazepose,medium,0.0,15,0,9.7
870,143931,000000143931.jpg,outdoor,blazepose,medium,0.0,6,0,36.3
871,293625,000000293625.jpg,indoor,movenet,low,92.31,13,12,20.6
872,151051,000000151051.jpg,outdoor,movenet,medium,100.0,8,14,17.8
873,537270,000000537270.jpg,indoor,blazepose,low,90.0,10,17,74.6
874,189475,000000189475.jpg,indoor,blazepose,low,100.0,8,17,72.4
875,276434,000000276434.jpg,indoor,blazepose,high,0.0,0,17,70.8
876,251824,000000251824.jpg,indoor,blazepose,high,0.0,2,0,9.2
877,193429,000000193429.jpg,outdoor,movenet,low,93.75,16,15,19.4
878,442463,000000442463.jpg,outdoor,movenet,high,100.0,15,17,19.1
879,497599,000000497599.jpg,indoor,blazepose,high,0.0,9,0,12.3
880,16249,000000016249.jpg,outdoor,blazepose,medium,0.0,14,17,73.2
881,231508,000000231508.jpg,outdoor,blazepose,high,100.0,15,17,69.9
882,542127,000000542127.jpg,outdoor,movenet,medium,0.0,10,14,19.0
883,402720,000000402720.jpg,indoor,movenet,high,70.0,10,11,20.2
884,565853,000000565853.jpg,indoor,movenet,medium,100.0,12,17,21.4
885,563267,000000563267.jpg,indoor,movenet,high,90.0,10,13,22.6
886,177015,000000177015.jpg,indoor,movenet,high,100.0,9,12,23.5
887,146358,000000146358.jpg,indoor,blazepose,medium,100.0,10,17,71.3
888,13546,000000013546.jpg,outdoor,movenet,low,92.86,14,15,18.9
889,407083,000000407083.jpg,outdoor,blazepose,high,0.0,3,0,9.5
890,476258,000000476258.jpg,outdoor,blazepose,medium,100.0,16,17,71.3
891,537991,000000537991.jpg,indoor,movenet,low,100.0,13,13,20.8
892,416451,000000416451.jpg,indoor,movenet,high,0.0,12,15,22.9
893,96493,000000096493.jpg,indoor,movenet,high,100.0,10,12,23.6
894,496571,000000496571.jpg,indoor,movenet,medium,100.0,6,11,21.2
895,262048,000000262048.jpg,outdoor,movenet,low,8.33,12,7,17.8
896,562229,000000562229.jpg,outdoor,blazepose,low,0.0,17,0,71.7
897,301718,000000301718.jpg,indoor,movenet,low,87.5,8,12,21.2
898,35197,000000035197.jpg,outdoor,movenet,low,0.0,16,3,18.5
899,23899,000000023899.jpg,indoor,blazepose,medium,100.0,9,17,74.7
900,94614,000000094614.jpg,outdoor,blazepose,high,100.0,17,17,72.2
901,570471,000000570471.jpg,indoor,movenet,medium,100.0,8,10,23.0
902,82085,000000082085.jpg,outdoor,movenet,high,86.67,15,15,20.3
903,262587,000000262587.jpg,outdoor,blazepose,low,0.0,14,0,9.3
904,437239,000000437239.jpg,outdoor,blazepose,medium,0.0,17,0,9.2
905,469067,000000469067.jpg,indoor,movenet,medium,83.33,12,11,18.1
906,477955,000000477955.jpg,outdoor,blazepose,medium,100.0,12,17,74.8
907,372349,000000372349.jpg,indoor,blazepose,high,100.0,17,17,70.9
908,117908,000000117908.jpg,indoor,blazepose,high,0.0,3,0,9.3
909,498807,000000498807.jpg,outdoor,blazepose,high,100.0,15,17,70.4
910,341196,000000341196.jpg,outdoor,blazepose,medium,0.0,15,0,9.9
911,546219,000000546219.jpg,indoor,movenet,high,0.0,9,11,20.9
912,384666,000000384666.jpg,outdoor,blazepose,high,100.0,14,17,76.0
913,521141,000000521141.jpg,outdoor,blazepose,high,100.0,12,17,70.4
914,257370,000000257370.jpg,indoor,blazepose,high,100.0,11,17,71.7
915,273132,000000273132.jpg,outdoor,movenet,medium,100.0,14,14,21.4
916,398237,000000398237.jpg,outdoor,blazepose,low,0.0,15,0,9.3
917,367195,000000367195.jpg,indoor,blazepose,medium,0.0,1,0,12.1
918,455624,000000455624.jpg,outdoor,blazepose,high,0.0,12,0,10.9
919,157601,000000157601.jpg,indoor,movenet,high,100.0,6,6,22.6
920,336232,000000336232.jpg,outdoor,blazepose,high,100.0,15,17,71.5
921,68093,000000068093.jpg,outdoor,blazepose,high,100.0,14,17,71.2
922,375469,000000375469.jpg,outdoor,movenet,high,0.0,12,0,19.1
923,135604,000000135604.jpg,outdoor,blazepose,medium,100.0,15,17,75.6
924,405195,000000405195.jpg,indoor,blazepose,high,0.0,3,0,9.8
925,309391,000000309391.jpg,outdoor,movenet,medium,100.0,12,17,21.5
926,493286,000000493286.jpg,outdoor,movenet,high,0.0,8,17,20.9
927,84492,000000084492.jpg,outdoor,blazepose,low,100.0,14,17,70.9
928,39405,000000039405.jpg,outdoor,blazepose,low,0.0,12,0,9.5
929,473121,000000473121.jpg,outdoor,blazepose,high,93.33,15,17,72.4
930,342367,000000342367.jpg,indoor,blazepose,medium,100.0,12,17,70.9
931,355257,000000355257.jpg,indoor,blazepose,high,100.0,10,17,70.0
932,139,000000000139.jpg,indoor,movenet,medium,92.86,14,15,20.2
933,437331,000000437331.jpg,outdoor,movenet,low,73.33,15,14,21.3
934,215259,000000215259.jpg,indoor,movenet,high,93.75,16,16,21.2
935,275058,000000275058.jpg,outdoor,movenet,low,66.67,12,13,23.0
936,209829,000000209829.jpg,outdoor,movenet,high,100.0,15,17,22.5
937,389684,000000389684.jpg,outdoor,blazepose,low,0.0,14,0,9.8
938,333745,000000333745.jpg,outdoor,movenet,low,100.0,16,17,18.7
939,361586,000000361586.jpg,indoor,movenet,medium,0.0,8,13,17.5
940,388927,000000388927.jpg,indoor,blazepose,high,0.0,4,0,9.3
941,33638,000000033638.jpg,indoor,movenet,low,100.0,13,17,18.9
942,64868,000000064868.jpg,indoor,movenet,high,92.86,14,14,20.9
943,123633,000000123633.jpg,indoor,blazepose,low,38.46,13,17,71.9
944,223747,000000223747.jpg,indoor,movenet,low,0.0,4,0,20.2
945,408696,000000408696.jpg,indoor,movenet,low,100.0,16,17,23.4
946,541055,000000541055.jpg,outdoor,blazepose,medium,0.0,17,17,71.0
947,289222,000000289222.jpg,outdoor,movenet,medium,0.0,5,10,18.5
948,31817,000000031817.jpg,outdoor,blazepose,medium,0.0,13,0,9.3
949,345252,000000345252.jpg,indoor,blazepose,medium,100.0,12,17,71.4
950,58393,000000058393.jpg,outdoor,movenet,low,100.0,2,7,20.9
951,561958,000000561958.jpg,outdoor,blazepose,high,0.0,13,17,73.9
952,440475,000000440475.jpg,indoor,movenet,low,0.0,12,10,19.0
953,506178,000000506178.jpg,indoor,movenet,low,91.67,12,12,18.4
954,88848,000000088848.jpg,outdoor,blazepose,low,100.0,12,17,70.0
955,211674,000000211674.jpg,outdoor,blazepose,low,0.0,8,0,9.3
956,465549,000000465549.jpg,indoor,movenet,high,8.33,12,12,18.6
957,294350,000000294350.jpg,indoor,movenet,medium,63.64,11,9,17.7
958,9891,000000009891.jpg,outdoor,blazepose,medium,100.0,13,17,69.9
959,293794,000000293794.jpg,outdoor,blazepose,high,0.0,8,0,9.3
960,246963,000000246963.jpg,outdoor,blazepose,medium,12.5,8,17,69.7
961,260261,000000260261.jpg,outdoor,movenet,high,100.0,11,16,19.2
